Image Path,Class,Width,Height
dataset\rock\bqpOIN5gUl0r6vIS.png,rock,224,224
dataset\rock\BRCnAE1A7rvm7o8V.png,rock,224,224
dataset\rock\brPQ0E5Gk9L0FHey.png,rock,224,224
dataset\rock\brzyLjsQoGb8cmBe.png,rock,224,224
dataset\rock\bsj2s38rcZvedHSI.png,rock,224,224
dataset\rock\BSMMOAJotDbg08rj.png,rock,224,224
dataset\rock\BsWasfK2PdoRNEDw.png,rock,224,224
dataset\rock\bsXoToIcgrXUypd0.png,rock,224,224
dataset\rock\BTcHjuerLAYWzx8S.png,rock,224,224
dataset\rock\bu8W5hPRULeRi0Kr.png,rock,224,224
dataset\rock\Bv1IS98JTiuZC7Bs.png,rock,224,224
dataset\rock\BvjXvNTvapIFq4bK.png,rock,224,224
dataset\rock\bvMd98SEEKS3YxmD.png,rock,224,224
dataset\rock\Bvw2wNs7Vb4H5nx9.png,rock,224,224
dataset\rock\bVzc0yl2Cm3xkOgB.png,rock,224,224
dataset\rock\bX0QhJtFkkDn1bEw.png,rock,224,224
dataset\rock\BYG1hwCG8M64UXIV.png,rock,224,224
dataset\rock\BYoDUgGsCMmAIF9I.png,rock,224,224
dataset\rock\c1rdxANL8E7yG3ZI.png,rock,224,224
dataset\rock\C5KTDubAmdwtcK6u.png,rock,224,224
dataset\rock\C82Z7IFPlfaDFF71.png,rock,224,224
dataset\rock\CEyvCbffQZzgGEL4.png,rock,224,224
dataset\rock\cfFHU3Y39yeofrTg.png,rock,224,224
dataset\rock\cfyxwMjZmO6RYzLq.png,rock,224,224
dataset\rock\cJOgpmKKBSPdPSeD.png,rock,224,224
dataset\rock\CkjdMgxvvA6Ll8Ca.png,rock,224,224
dataset\rock\CKLOvn69epi2Qcxg.png,rock,224,224
dataset\rock\clIAiFiURAZ36c8y.png,rock,224,224
dataset\rock\CpWDLKaUbf6poyIj.png,rock,224,224
dataset\rock\cWKDIx5D1KB0zqjF.png,rock,224,224
dataset\rock\cx9zu6O87PURa2ve.png,rock,224,224
dataset\rock\cy37is7PNfZQJ6SU.png,rock,224,224
dataset\rock\cY3jY96VetFq6Ayp.png,rock,224,224
dataset\rock\CZMVXF6ReNFTmQu3.png,rock,224,224
dataset\rock\d5fTHW3xnYsDhax5.png,rock,224,224
dataset\rock\D7Ykcj1tYAannu8h.png,rock,224,224
dataset\rock\d9UIt2WF1O9DYHPA.png,rock,224,224
dataset\rock\dA1kwqyPaGEErN3j.png,rock,224,224
dataset\rock\DBvjNfYD7dv2f3gw.png,rock,224,224
dataset\rock\dD2TpDGv5gsYUJAl.png,rock,224,224
dataset\rock\DEX2gmMwS3fxdi23.png,rock,224,224
dataset\rock\DFi1cIxsQrXxIoWn.png,rock,224,224
dataset\rock\DHqDt7x3dw4jZmp9.png,rock,224,224
dataset\rock\DJUhF4lvtGZoaatl.png,rock,224,224
dataset\rock\dLacOlQK2ZsURwOa.png,rock,224,224
dataset\rock\dLrum1jVnQix8sV5.png,rock,224,224
dataset\rock\DNnBWydGbZkwxkWz.png,rock,224,224
dataset\rock\dnss2tOuxRmL0ZjZ.png,rock,224,224
dataset\rock\DqakRofDCq0ryI49.png,rock,224,224
dataset\rock\Dt2vWLtAYm3XeQpx.png,rock,224,224
dataset\rock\DVPUHpNyCvJxx69v.png,rock,224,224
dataset\rock\dwcRLIlsRlaRevNn.png,rock,224,224
dataset\rock\DxBmPozYTIgMWX7j.png,rock,224,224
dataset\rock\dxfucopsE3UFuH28.png,rock,224,224
dataset\rock\DXlFk9LGWpbBewq2.png,rock,224,224
dataset\rock\dZ6rscIYTbmlwVZE.png,rock,224,224
dataset\rock\E4kPnJ376NIwG4Mh.png,rock,224,224
dataset\rock\E5mlbTDFPHA7QX9U.png,rock,224,224
dataset\rock\e6cXS0w2KOKKEYZU.png,rock,224,224
dataset\rock\eb93o1ZDeBlrdfyc.png,rock,224,224
dataset\rock\EcChvTuoNsCzjFUQ.png,rock,224,224
dataset\rock\EfKcpzUsdKq9J3VN.png,rock,224,224
dataset\rock\eGm3dLnWBxRrjlJX.png,rock,224,224
dataset\rock\eHSa1nP8bmRToqyG.png,rock,224,224
dataset\rock\eJ5fbY23rZWUULxO.png,rock,224,224
dataset\rock\ELmZ4ELVncvjq7J6.png,rock,224,224
dataset\rock\EnikAJKQGkMfX5ax.png,rock,224,224
dataset\rock\EPFt6X0fS9c97Y5y.png,rock,224,224
dataset\rock\EPqSt5HeGNMhPaeR.png,rock,224,224
dataset\rock\EQDfrFWZluld6aKP.png,rock,224,224
dataset\rock\esqqaIq6wKOr8EK6.png,rock,224,224
dataset\rock\eTo9zgxdhJJAvrfM.png,rock,224,224
dataset\rock\EvCwicQf5dVFto6x.png,rock,224,224
dataset\rock\EvmNpXcSU8y41PXX.png,rock,224,224
dataset\rock\EvpZ7BPu3bibrvM2.png,rock,224,224
dataset\rock\evxvBwQgL8Kvv67C.png,rock,224,224
dataset\rock\EwKdZirU6MwYRV13.png,rock,224,224
dataset\rock\f1yI657Ka9iHuVGB.png,rock,224,224
dataset\rock\F2MYeViv785ejIrb.png,rock,224,224
dataset\rock\f2pYnAURozqBDJDy.png,rock,224,224
dataset\rock\f48wzqwquNrvjICP.png,rock,224,224
dataset\rock\F9aco7lZecystG3Z.png,rock,224,224
dataset\rock\F9QovHPXetKcOokD.png,rock,224,224
dataset\rock\fa3PZHjdAUZAob3q.png,rock,224,224
dataset\rock\FAXYcAg30rtQnofW.png,rock,224,224
dataset\rock\FbQKEoixvDyDPu0c.png,rock,224,224
dataset\rock\FF2mNwRujDxzozUQ.png,rock,224,224
dataset\rock\FFAcRoW2ejkNNheZ.png,rock,224,224
dataset\rock\fGaDsQT8mUTaytaT.png,rock,224,224
dataset\rock\fiivFS9iUjynQIB5.png,rock,224,224
dataset\rock\fjPydEfNWCvgobYu.png,rock,224,224
dataset\rock\fK7m8vZQS1RUHcMr.png,rock,224,224
dataset\rock\fl3m2aXD9qq7un0x.png,rock,224,224
dataset\rock\fLFzQoErbCBRR6NM.png,rock,224,224
dataset\rock\fMQzh7RRM5fbtBiC.png,rock,224,224
dataset\rock\fnIIkyRgH6znwmNp.png,rock,224,224
dataset\rock\FOmEbxM5mn9WC2sT.png,rock,224,224
dataset\rock\FopS2RV432i19UVz.png,rock,224,224
dataset\rock\foxUXc8WPRDAd6LM.png,rock,224,224
dataset\rock\FPa2M1e589cxIyfR.png,rock,224,224
dataset\rock\FQKAKSGEI0OuRQhh.png,rock,224,224
dataset\rock\fQPCA8oYZ8ywDgyv.png,rock,224,224
dataset\rock\FqRqtazi3LD2vwsr.png,rock,224,224
dataset\rock\fsN97zyPFSfYwnsS.png,rock,224,224
dataset\rock\FVTXzNJQnU231QXO.png,rock,224,224
dataset\rock\FYSbYWccrDFMHVee.png,rock,224,224
dataset\rock\g04l14MAwqQthuWW.png,rock,224,224
dataset\rock\G1MuiTHGqQ6CN122.png,rock,224,224
dataset\rock\g9lqYZfHWUb3cm08.png,rock,224,224
dataset\rock\GA6w6DqplIPDNDeO.png,rock,224,224
dataset\rock\gaackCmGss3Lt4tj.png,rock,224,224
dataset\rock\gaZKijiVXyjhSLYp.png,rock,224,224
dataset\rock\gc8jqxVapG2o8ol1.png,rock,224,224
dataset\rock\GgPhnXFElpasCa0C.png,rock,224,224
dataset\rock\gIuYTYdTVKnNAc5m.png,rock,224,224
dataset\rock\gjdBDXv7avQwgTr3.png,rock,224,224
dataset\rock\GksMLm2b4t6sUYzY.png,rock,224,224
dataset\rock\glL1mPYeHM552bV4.png,rock,224,224
dataset\rock\gN9QXTe8BSMMHyAn.png,rock,224,224
dataset\rock\goDBJj8kMSQbpQZT.png,rock,224,224
dataset\rock\GP5y9O5zbmzBGtzr.png,rock,224,224
dataset\rock\gPFCK0WnHem9uYEW.png,rock,224,224
dataset\rock\Gq8pcFEIriCTMoBY.png,rock,224,224
dataset\rock\GQjExZ14HfbKjnEp.png,rock,224,224
dataset\rock\Gr80cGhz5I8abSjg.png,rock,224,224
dataset\rock\gRiBjZUJv5LqQXYZ.png,rock,224,224
dataset\rock\GRUlZRON6TdcmAOe.png,rock,224,224
dataset\rock\GsInYLhWgEFn0geb.png,rock,224,224
dataset\rock\gtVEm7JEdr0wE1ip.png,rock,224,224
dataset\rock\GUpnzDfAkw6bmia1.png,rock,224,224
dataset\rock\gutk3kRhu9AfjYWQ.png,rock,224,224
dataset\rock\GwUjjywvFAhLUYYm.png,rock,224,224
dataset\rock\Gyq9GJFTfF1vvOZ8.png,rock,224,224
dataset\rock\H2lQHx5y3oy8mLSL.png,rock,224,224
dataset\rock\H3USQGpRNkk6KyXa.png,rock,224,224
dataset\rock\H4DhPewFGkdWrc4A.png,rock,224,224
dataset\rock\H5UvLsMVpHQH2q0i.png,rock,224,224
dataset\rock\h89sRVkct1nAdPfo.png,rock,224,224
dataset\rock\H97IYAhAPk2kHnsI.png,rock,224,224
dataset\rock\hAcc7l7XQ9EtxxfR.png,rock,224,224
dataset\rock\HAz9geTMx5aynaaE.png,rock,224,224
dataset\rock\hfNIdhXfFcNcv37n.png,rock,224,224
dataset\rock\hfvXIbr96w55MAIz.png,rock,224,224
dataset\rock\HHXLX66BbEVNYl6W.png,rock,224,224
dataset\rock\hi4vWQhDFKyTs4iJ.png,rock,224,224
dataset\rock\HiWw0r0djGMscUQD.png,rock,224,224
dataset\rock\HLf2liRRQ2FM3PWB.png,rock,224,224
dataset\rock\hMqKoUYAvB91YRuO.png,rock,224,224
dataset\rock\hNKauGm372Z48JWy.png,rock,224,224
dataset\rock\HnWLgtGVbnoPAaMK.png,rock,224,224
dataset\rock\hOgtdOKps4GHrC05.png,rock,224,224
dataset\rock\how0vUOltuU1m495.png,rock,224,224
dataset\rock\HptkIYoVoE2yV9Yk.png,rock,224,224
dataset\rock\hqD5rX5jXifrtMJO.png,rock,224,224
dataset\rock\HTlhfHf6CMkGBrlh.png,rock,224,224
dataset\rock\hTzQIKUtmllw7je8.png,rock,224,224
dataset\rock\HWvrWXLQywNe1aCF.png,rock,224,224
dataset\rock\HxzCqTAGvmLYaHjA.png,rock,224,224
dataset\rock\HY0UHs2e3ydpvynQ.png,rock,224,224
dataset\rock\hyWWmz1OwgoE5JlU.png,rock,224,224
dataset\rock\Hz5ynYPew6XqaLdO.png,rock,224,224
dataset\rock\i1GxDtZ5awTW7Rsf.png,rock,224,224
dataset\rock\I1T89xw2qr4aTrzq.png,rock,224,224
dataset\rock\i5FY2iOcMjYyop5u.png,rock,224,224
dataset\rock\i85n2S7UREOq5svM.png,rock,224,224
dataset\rock\I8DyB4yRN0Q8voWp.png,rock,224,224
dataset\rock\I9Ej8xGU5ivG8R2F.png,rock,224,224
dataset\rock\iaEybTdfnL0RoU9I.png,rock,224,224
dataset\rock\iCLIvwweBESAwx4z.png,rock,224,224
dataset\rock\IcqtnpGHgStAPMXM.png,rock,224,224
dataset\rock\iCR447ESdUXjdOFz.png,rock,224,224
dataset\rock\iDKbsfPFabN9bUKT.png,rock,224,224
dataset\rock\iEYJn6rg6FCcLqQv.png,rock,224,224
dataset\rock\IFr9SXl5OScOlvuk.png,rock,224,224
dataset\rock\iIaYawwgu5W18LS9.png,rock,224,224
dataset\rock\iILNKQp2qExtn6JV.png,rock,224,224
dataset\rock\IIRbCSbDRuQjm456.png,rock,224,224
dataset\rock\iKI9Mw3KvEOuuj9o.png,rock,224,224
dataset\rock\ikusbrqDgla4SEas.png,rock,224,224
dataset\rock\INutMuoFBgugllQm.png,rock,224,224
dataset\rock\IoVOalbQe90ghv9U.png,rock,224,224
dataset\rock\iQ8Ef3yZ12whKccA.png,rock,224,224
dataset\rock\IQNb5XBjdbYa7A2W.png,rock,224,224
dataset\rock\IQZU5YimtmEB2sSk.png,rock,224,224
dataset\rock\IR0TvCNLcK7IrE1a.png,rock,224,224
dataset\rock\IRSnSZdAUmx8ZVkD.png,rock,224,224
dataset\rock\iTEpNyc8wQiAbm0I.png,rock,224,224
dataset\rock\IumhcLm1sbOr4pXt.png,rock,224,224
dataset\rock\iupz1I8ISgp6PDj7.png,rock,224,224
dataset\rock\iVsm6EbRk1J1cEGN.png,rock,224,224
dataset\rock\iwM1SIgty28sLu2p.png,rock,224,224
dataset\rock\IY007WkIgMgYMJRj.png,rock,224,224
dataset\rock\Iyr7ONoegMltn92L.png,rock,224,224
dataset\rock\iYSPVRaZyIwKTrot.png,rock,224,224
dataset\rock\izGsLJJdOIpr54aV.png,rock,224,224
dataset\rock\j31qLVBZfstRnWsA.png,rock,224,224
dataset\rock\J5ZDRE5Cp9jyHs7s.png,rock,224,224
dataset\rock\Jg78GVOKbbyQchWq.png,rock,224,224
dataset\rock\Jgjf4Q4LunuuLJKq.png,rock,224,224
dataset\rock\JIdgNYR5ymqv8uxv.png,rock,224,224
dataset\rock\jJVH6kP3VRPHbWvs.png,rock,224,224
dataset\rock\jKWUHfF0b4BzWBEk.png,rock,224,224
dataset\rock\JmcPS1QNxo3NDlk0.png,rock,224,224
dataset\rock\JMkBm2iBy4VxFChU.png,rock,224,224
dataset\rock\JOaPrPIINVvoI9l4.png,rock,224,224
dataset\rock\jpuIILjefqjHtUtk.png,rock,224,224
dataset\rock\jqMSEFiMhpIWzJfe.png,rock,224,224
dataset\rock\JqR15GsfOszxXGP2.png,rock,224,224
dataset\rock\Jr45GnbiZqBa7TLX.png,rock,224,224
dataset\rock\JslFc8olsoXrWyG0.png,rock,224,224
dataset\rock\JspEtoXj1u5CjLmG.png,rock,224,224
dataset\rock\JXD8WyY4cQoEyvtU.png,rock,224,224
dataset\rock\JxhewAxaOg3wB1gA.png,rock,224,224
dataset\rock\k24NaH1jhXog9y7y.png,rock,224,224
dataset\rock\k3AidZ3WX8t14gcJ.png,rock,224,224
dataset\rock\k6r5z3dMsqo2H6hk.png,rock,224,224
dataset\rock\KC8RPAtZSyUL0vaR.png,rock,224,224
dataset\rock\kcZfTQqKr8VaSjhk.png,rock,224,224
dataset\rock\kdSoBBdU2T0eoWR2.png,rock,224,224
dataset\rock\kfz2fRvWcTqPzQxn.png,rock,224,224
dataset\rock\Khsb4fYDiZjyXfBP.png,rock,224,224
dataset\rock\KKYleXVUgi0h0np4.png,rock,224,224
dataset\rock\koWcxNMbMRN8TxnP.png,rock,224,224
dataset\rock\Kp9F0tIiHIT310h6.png,rock,224,224
dataset\rock\KQqIoVT62pLqhEGR.png,rock,224,224
dataset\rock\kS7mPmAkxkSxs1WR.png,rock,224,224
dataset\rock\KtMqF92CMvQOIRrO.png,rock,224,224
dataset\rock\ktot0Gt2YvkPXl1X.png,rock,224,224
dataset\rock\ktvHAgLHY7YAY1Af.png,rock,224,224
dataset\rock\kVwUUOjOc6VtZVMt.png,rock,224,224
dataset\rock\kW4W7E0A1Wpo45eL.png,rock,224,224
dataset\rock\KYa6DwgYNkoUZhMp.png,rock,224,224
dataset\rock\l0rOvSD1UwFg1Xv2.png,rock,224,224
dataset\rock\l0XeoPGwezMDYujz.png,rock,224,224
dataset\rock\L1nqVqYSFwToHPKG.png,rock,224,224
dataset\rock\l6tos9roQ0hnCmfj.png,rock,224,224
dataset\rock\Lasz75PzyTyufo0u.png,rock,224,224
dataset\rock\lb0hZJ95AjtXzoHf.png,rock,224,224
dataset\rock\LCmGn9hnX6JQZ6lT.png,rock,224,224
dataset\rock\lcZcrpCoDl7Y1AUF.png,rock,224,224
dataset\rock\LF4yf48q3qRLLZNS.png,rock,224,224
dataset\rock\lfR51TrQjuKJXkT6.png,rock,224,224
dataset\rock\lFRtpAScOeikVDZB.png,rock,224,224
dataset\rock\lh18XOTNn8Tr3ijU.png,rock,224,224
dataset\rock\LHgGYA3vlHkUXzID.png,rock,224,224
dataset\rock\lJTADoCRRndhoR4k.png,rock,224,224
dataset\rock\LlDkBm3uklZkHrB0.png,rock,224,224
dataset\rock\lN7rUXL8DBzW1KoR.png,rock,224,224
dataset\rock\lO2wvyJGrQBZvX9P.png,rock,224,224
dataset\rock\lOCJEdb3BZAfi6Fg.png,rock,224,224
dataset\rock\lpmH56YGWEHsmhBi.png,rock,224,224
dataset\rock\LSpFmcm9V8jmdhR3.png,rock,224,224
dataset\rock\LvqSpAbFMyQ1H0Ms.png,rock,224,224
dataset\rock\lw3m9jLBwagsVLJs.png,rock,224,224
dataset\rock\lXb5SpRU737FgSN8.png,rock,224,224
dataset\rock\Lz2cVZ7LSaoXHcgr.png,rock,224,224
dataset\rock\lZcZsaDTx2vWJFun.png,rock,224,224
dataset\rock\LzPap5344J7kKj2P.png,rock,224,224
dataset\rock\m0xWKKlJMcCcQagG.png,rock,224,224
dataset\rock\M5FhZFlXsmRMTHkc.png,rock,224,224
dataset\rock\m7OF0PiEJCUJyf6K.png,rock,224,224
dataset\rock\Mc1ESNeg86L6CLRe.png,rock,224,224
dataset\rock\mdHOkH88KHqpjkEM.png,rock,224,224
dataset\rock\Mfz7ZRZdZeRxFYAf.png,rock,224,224
dataset\rock\MgF3uIzpCPWudb3N.png,rock,224,224
dataset\rock\Mhco9qeEh5TV83cQ.png,rock,224,224
dataset\rock\MhOAtto6kcc8xsKr.png,rock,224,224
dataset\rock\Mi2FjtLVdVgcJHxP.png,rock,224,224
dataset\rock\mJ0RjteYaLfYLE9P.png,rock,224,224
dataset\rock\MJkLyjWTzbjL8qyk.png,rock,224,224
dataset\rock\MKU8h3j49NjuhQpi.png,rock,224,224
dataset\rock\MLmBabhqRs9Gxec0.png,rock,224,224
dataset\rock\MMeqszriRcb0Ljc6.png,rock,224,224
dataset\rock\mN2Tm82UB8XH1eNs.png,rock,224,224
dataset\rock\MReo7XBz7dmQ5HdE.png,rock,224,224
dataset\rock\mu2i6dWPZNLGnnPy.png,rock,224,224
dataset\rock\muKpkJF3C3j0TmAN.png,rock,224,224
dataset\rock\MW1oWcAD7q1t0Ie6.png,rock,224,224
dataset\rock\mwbC6miMP5CXTp3a.png,rock,224,224
dataset\rock\MwjRfqp6Gnh4vHI8.png,rock,224,224
dataset\rock\Mwr4GgRRk6BgHDVL.png,rock,224,224
dataset\rock\N235Vnlue0M9SwaK.png,rock,224,224
dataset\rock\N3pHY9fO1y0jdeVu.png,rock,224,224
dataset\rock\N3Qml9f8reG31r5b.png,rock,224,224
dataset\rock\n3ryKsLTPcGhpW6S.png,rock,224,224
dataset\rock\N5RzLbTF6dlVDkbx.png,rock,224,224
dataset\rock\n61z73RnZB19Bpq8.png,rock,224,224
dataset\rock\nb1DEYJBoJTVwG4K.png,rock,224,224
dataset\rock\ncO6qnqxGiA1sJrP.png,rock,224,224
dataset\rock\nGW6IQjCFT5tCw6j.png,rock,224,224
dataset\rock\NjO1nKIuSLnWpnK0.png,rock,224,224
dataset\rock\nKBG8QSEBTwgkoVp.png,rock,224,224
dataset\rock\nkwwKfU69znG7Bi3.png,rock,224,224
dataset\rock\NlFsco3hpee3X0wS.png,rock,224,224
dataset\rock\nLGBKJAhRNQqPFrT.png,rock,224,224
dataset\rock\nmxmRD1050oGpGEa.png,rock,224,224
dataset\rock\nNB5f3VARZAaHI4U.png,rock,224,224
dataset\rock\NND8kMRxPKa3HfWX.png,rock,224,224
dataset\rock\No7Qf3DONPRwor5U.png,rock,224,224
dataset\rock\NpJEIrbBZBhud8tg.png,rock,224,224
dataset\rock\nQ7DM3VMBj0NdM0u.png,rock,224,224
dataset\rock\NQxWkhRHMkt2GrpB.png,rock,224,224
dataset\rock\nrJIuJU8hyHoYzy5.png,rock,224,224
dataset\rock\nrRw9O00nT1ZeOJh.png,rock,224,224
dataset\rock\nS9fHg3r4luGv0mF.png,rock,224,224
dataset\rock\NSlKVMz6GymflBze.png,rock,224,224
dataset\rock\nsnqe5yD6JgUs9Bx.png,rock,224,224
dataset\rock\nu556y52qDHFKRYy.png,rock,224,224
dataset\rock\NuJjhPSItSWUuMOk.png,rock,224,224
dataset\rock\nW7S3LYj4C49mX06.png,rock,224,224
dataset\rock\nx0qhNSB7YMLfe2E.png,rock,224,224
dataset\rock\nxmKEzuM4rL8EcIe.png,rock,224,224
dataset\rock\nY37eRslka1ss2bZ.png,rock,224,224
dataset\rock\NzQfD5IzPphBZNKi.png,rock,224,224
dataset\rock\O0YV4V0z2pe4kxwx.png,rock,224,224
dataset\rock\o2a42Or5QnATFbf7.png,rock,224,224
dataset\rock\o3gQiGh46MjCJtVK.png,rock,224,224
dataset\rock\O3ko4JxjCkdULELr.png,rock,224,224
dataset\rock\O5iExVmt45IRGquU.png,rock,224,224
dataset\rock\O5SEqKQq5Ui3pS57.png,rock,224,224
dataset\rock\OavUnCwAEACzIK0A.png,rock,224,224
dataset\rock\OCa85cn2JdZzOe8c.png,rock,224,224
dataset\rock\OCVnkabSoNdmkHiU.png,rock,224,224
dataset\rock\ODhkT6k9Xdoj9xG7.png,rock,224,224
dataset\rock\oGRxysPJ1UwCl0Oh.png,rock,224,224
dataset\rock\oHI3A0mSiVVJTSo6.png,rock,224,224
dataset\rock\oIoIl8ZLod1q9i1s.png,rock,224,224
dataset\rock\oJgp2GfiHRHchjDv.png,rock,224,224
dataset\rock\oky5NsS9ymRXKVf8.png,rock,224,224
dataset\rock\ON7ALRXFwvKHbBPL.png,rock,224,224
dataset\rock\oO3NO14nRLCUNjuZ.png,rock,224,224
dataset\rock\oqHaBv13VeSkB6Wy.png,rock,224,224
dataset\rock\OQpJdqlKKADyIvtb.png,rock,224,224
dataset\rock\os5rNj49BIDCwHLD.png,rock,224,224
dataset\rock\OTf1IyhsDRDSoYTw.png,rock,224,224
dataset\rock\OYgsl2meK8nj0c8l.png,rock,224,224
dataset\rock\oYofHCDonUnJKd0C.png,rock,224,224
dataset\rock\oYZ5GJcd60BPi0BI.png,rock,224,224
dataset\rock\p0v91qRDrCRa1qWZ.png,rock,224,224
dataset\rock\p68vc2nK8JZRDmBx.png,rock,224,224
dataset\rock\p8g7qteM8iFK1Mdp.png,rock,224,224
dataset\rock\pBRSGgUENwGb83VQ.png,rock,224,224
dataset\rock\PDgemOaqWAiKPIcw.png,rock,224,224
dataset\rock\PFyOS0TL9gRsnYi8.png,rock,224,224
dataset\rock\PgQOJNqwh3jq6vCr.png,rock,224,224
dataset\rock\PHtj2zrPulp3AIKv.png,rock,224,224
dataset\rock\pI8SGhRU1bmqZAcM.png,rock,224,224
dataset\rock\pmukoZQITHhWvDDb.png,rock,224,224
dataset\rock\poJARbX3gvvFDPXQ.png,rock,224,224
dataset\rock\PP5HF3TrSg1DzqjX.png,rock,224,224
dataset\rock\PqlEUvTdVyPPQUUI.png,rock,224,224
dataset\rock\pU5fol2HJ1fxobLd.png,rock,224,224
dataset\rock\put6WFBHh6qImxCG.png,rock,224,224
dataset\rock\PvAvhK0mbyEq1fcC.png,rock,224,224
dataset\rock\PxixapAFqLmRaP6k.png,rock,224,224
dataset\rock\PXIxKdf4DvyHXy89.png,rock,224,224
dataset\rock\pYbu2Q82tjh9AGkt.png,rock,224,224
dataset\rock\PYmGQFC1zj7mP3vh.png,rock,224,224
dataset\rock\PZqNg7IprOGg561e.png,rock,224,224
dataset\rock\Q2rRUGWBDy47XucJ.png,rock,224,224
dataset\rock\Q7dUVly6sK3jyeMM.png,rock,224,224
dataset\rock\Q7EjH9y5ipAktIG6.png,rock,224,224
dataset\rock\qCzy78clSmCmt5Uv.png,rock,224,224
dataset\rock\QdUOXLvrrFZbV5G6.png,rock,224,224
dataset\rock\QF1S0sqb6YGe4GNP.png,rock,224,224
dataset\rock\qGG51BxEClmts5xA.png,rock,224,224
dataset\rock\qiysAN26ClLYOZfG.png,rock,224,224
dataset\rock\qJ0P3RNZJ1dL3lzS.png,rock,224,224
dataset\rock\QkABhOUYBbDXL7VF.png,rock,224,224
dataset\rock\QKlibCXvATAv2H4i.png,rock,224,224
dataset\rock\qKPJSQplDj0grFPp.png,rock,224,224
dataset\rock\Qm3EaazkLKL9qJJz.png,rock,224,224
dataset\rock\QM8un28uGzplAkrb.png,rock,224,224
dataset\rock\qMWVb6BibNukvVrj.png,rock,224,224
dataset\rock\qNLvry2jUcwSulgu.png,rock,224,224
dataset\rock\qnvJFE0EKgfw4xr8.png,rock,224,224
dataset\rock\QO4ebj2KlmPIU1Eo.png,rock,224,224
dataset\rock\QPdZme1zmTH0NIlM.png,rock,224,224
dataset\rock\qrKttJhRuVwzKsQM.png,rock,224,224
dataset\rock\Qs7kzLICH4ZpdyPo.png,rock,224,224
dataset\rock\qsa5Kd0lZctgmHvM.png,rock,224,224
dataset\rock\QSa6ILjZeRdKM5Fz.png,rock,224,224
dataset\rock\QSPgUc6QCA1kNLin.png,rock,224,224
dataset\rock\qT0oCJChnoVWNqC1.png,rock,224,224
dataset\rock\qTswJhA6jQYT4y3b.png,rock,224,224
dataset\rock\qUjyvBdP04lUmBkl.png,rock,224,224
dataset\rock\qYTvWILCYIauIMkW.png,rock,224,224
dataset\rock\qzCqZEUXcEqAuZAO.png,rock,224,224
dataset\rock\QzJOhsnnTjhfspc0.png,rock,224,224
dataset\rock\R0j5MW4t8SU59u7x.png,rock,224,224
dataset\rock\r0xQoW6iQbPig3jf.png,rock,224,224
dataset\rock\R5gwWLVoqodxD3Q8.png,rock,224,224
dataset\rock\R5nXVOQnotizkrJB.png,rock,224,224
dataset\rock\r87DASz5okmR0fnI.png,rock,224,224
dataset\rock\rBGSBjzYhvdPSDV0.png,rock,224,224
dataset\rock\Rc1dJyDnXnSjnpoH.png,rock,224,224
dataset\rock\ReFXAsLF8NkgNAL4.png,rock,224,224
dataset\rock\rGh56uZVxk2MZLWF.png,rock,224,224
dataset\rock\rgLz5OE0s6JRcfiu.png,rock,224,224
dataset\rock\rHHsm5b1CvmcWT57.png,rock,224,224
dataset\rock\rit0UhP5HizIFoJA.png,rock,224,224
dataset\rock\RJSM8dpspJB6ckmX.png,rock,224,224
dataset\rock\RkKc61MLjm4clTPg.png,rock,224,224
dataset\rock\rLOijBMEYIaQOL2x.png,rock,224,224
dataset\rock\rMViRrOZTOK1XiEw.png,rock,224,224
dataset\rock\RpCSMPJ0LhFPYksZ.png,rock,224,224
dataset\rock\rrf0pB5CgUgAmucg.png,rock,224,224
dataset\rock\RsBNa42PCliwNPQS.png,rock,224,224
dataset\rock\rtyjzSfCZlfTPTox.png,rock,224,224
dataset\rock\rU6kbTLXKpV6ei8K.png,rock,224,224
dataset\rock\rULPfRAFnmSQtUhh.png,rock,224,224
dataset\rock\RyjWflLmOIWqcYXi.png,rock,224,224
dataset\rock\rYuqHIlnoFtZQJGg.png,rock,224,224
dataset\rock\RYxKlMYeLJcQ63zQ.png,rock,224,224
dataset\rock\rZ3CYuMZgTELnLxc.png,rock,224,224
dataset\rock\rzLjaOMLU7vbZnPH.png,rock,224,224
dataset\rock\rzRKFMMFob6PQPxk.png,rock,224,224
dataset\rock\s3NrOMdLJLZbpSdU.png,rock,224,224
dataset\rock\s89nGNUsKL1q4vtJ.png,rock,224,224
dataset\rock\S9iRciyZ0OktMu7s.png,rock,224,224
dataset\rock\sCkuAnI0vDucXt7m.png,rock,224,224
dataset\rock\sDLQgvDkWYW8qa8b.png,rock,224,224
dataset\rock\SDUe3SDAEKYJId8m.png,rock,224,224
dataset\rock\SE5eUJl8euX8gTJ3.png,rock,224,224
dataset\rock\SEKWYxTtThyvg3UX.png,rock,224,224
dataset\rock\Shr7grl23ISlh4Yu.png,rock,224,224
dataset\rock\sKD8rWd2xMuZQl49.png,rock,224,224
dataset\rock\SlAF95clUBus3B4a.png,rock,224,224
dataset\rock\smfqjL7LuLnrPqo1.png,rock,224,224
dataset\rock\SNEJ1wGU1s9Dm3I1.png,rock,224,224
dataset\rock\so3Om75mBnUfBdTe.png,rock,224,224
dataset\rock\sq8ppoxKFLEiWc1N.png,rock,224,224
dataset\rock\srlcv9vYJ9c9OUsC.png,rock,224,224
